Frequency,"Vertical antenna, 270 Deg","Vertical antenna, 180 Deg","Vertical antenna, 90 Deg","Vertical antenna, 0 Deg","Horizontal antenna, 270 Deg","Horizontal antenna, 180 Deg","Horizontal antenna, 90 Deg","Horizontal antenna, 0 Deg",Baseline
80,-124.4478217,-126.4950095,-130.8043967,-126.5039893,-126.2442313,-132.296279,-131.0398398,-129.5889884,-127.1758567
80.8,-126.0400916,-131.0962058,-129.5037223,-126.1958686,-124.0481559,-128.255355,-128.1303473,-133.4886618,-127.6710044
81.608,-126.5428687,-125.6434317,-130.6784812,-123.617591,-126.3614798,-129.7129584,-126.6554709,-128.0360022,-124.9239417
82.42408,-128.2454215,-126.8940879,-130.2582389,-130.4366751,-126.2056113,-127.494155,-128.7497092,-130.3256598,-128.4217444
83.2483208,-127.4843665,-123.7713233,-132.1597129,-125.3294669,-125.7781287,-129.8897696,-127.0573035,-131.1200705,-128.9963599
84.08080401,-123.0959311,-126.8658438,-130.5868369,-124.6507025,-125.893096,-128.260131,-130.8943015,-132.3716574,-131.7274008
84.92161205,-127.6399527,-124.4598685,-131.8880301,-125.7540198,-127.8759146,-130.9362174,-130.9366446,-128.6277457,-126.2503424
85.77082817,-129.0010901,-129.0975791,-129.7170096,-124.6498862,-125.4251166,-127.8891745,-130.3658591,-132.0319663,-127.5048972
86.62853645,-125.8938208,-130.443328,-129.969184,-125.0084372,-128.8833228,-127.7779837,-126.7720099,-130.2776786,-130.5092459
87.49482181,-127.6594382,-126.645484,-131.672042,-126.2633048,-126.1820517,-132.0807486,-128.614585,-131.9881583,-128.0822135
88.36977003,-124.7447043,-126.5035315,-128.8870841,-122.8977576,-127.4827109,-132.7042075,-127.6806784,-129.1111518,-129.6809836
89.25346773,-126.3882132,-127.0369788,-130.5998831,-126.4104758,-125.110076,-133.5201407,-128.8492957,-132.7443534,-133.1927024
90.14600241,-126.8245307,-125.094802,-130.6326056,-125.7551947,-124.0132514,-130.7959281,-126.8914481,-128.0326224,-131.5894461
91.04746243,-125.1485129,-129.3006278,-132.3513022,-127.7458258,-129.4217673,-132.6739035,-127.7733145,-130.0013419,-127.3824149
91.95793706,-129.0063773,-125.000228,-130.4918738,-130.4221717,-127.8977576,-130.8684226,-129.9209357,-131.7430716,-129.6893759
92.87751643,-125.2860099,-128.8912345,-126.0310813,-127.9427176,-128.7923575,-130.0287696,-130.8885184,-126.7607718,-130.1251746
93.80629159,-126.666381,-127.1269294,-129.6168586,-127.2219382,-125.8098593,-129.2478019,-127.0939017,-130.2489157,-133.1223746
94.74435451,-128.0711661,-127.1388236,-131.7948447,-129.0185538,-127.6784583,-127.8576728,-127.6827384,-127.6131888,-131.3627616
95.69179805,-129.6941062,-128.8947287,-129.9186698,-130.3074179,-125.0511237,-131.5582267,-128.4845877,-131.7149192,-128.2874442
96.64871604,-128.8889685,-129.7114859,-128.4796973,-125.7001181,-128.3601828,-132.9791861,-131.0611716,-127.4731436,-126.2987052
97.6152032,-128.7081137,-128.7915946,-130.2578574,-126.9348746,-126.5483084,-131.1921988,-128.4066611,-132.0434409,-128.2434684
98.59135523,-124.931304,-129.4851523,-129.5673667,-124.5286246,-123.7767096,-128.7490073,-127.6197882,-132.5972892,-128.1693869
99.57726878,-128.2129203,-126.9987326,-128.7762595,-132.525054,-127.2989646,-130.0339652,-128.4024192,-132.8444358,-131.7617179
100.5730415,-125.4677268,-124.5677558,-130.4456855,-128.5981513,-127.8236838,-131.4437247,-130.2825919,-133.5441428,-127.7396079
101.5787719,-122.9807349,-127.893508,-128.007598,-126.4450827,-127.6602011,-127.4455329,-129.4316626,-131.5176841,-130.3436576
102.5945596,-126.362197,-127.5541373,-127.3627539,-126.8803168,-124.5373374,-128.8144294,-128.3482657,-130.5428839,-127.3072425
103.6205052,-129.9858084,-130.3861685,-127.4944297,-128.6675788,-126.8918296,-125.7571555,-128.9903784,-128.0949012,-128.9646598
104.6567102,-126.0688544,-127.7803794,-131.0328971,-127.4121619,-124.4409552,-129.8313742,-126.4616919,-130.3559104,-126.2882224
105.7032774,-126.8291846,-127.2747412,-125.982421,-128.5331336,-127.8607932,-131.4136191,-125.3848792,-128.4692755,-131.1403189
106.7603101,-124.5169516,-125.479766,-132.2827597,-128.0106955,-124.866294,-129.494216,-127.0518485,-129.2287513,-131.9418174
107.8279132,-126.768859,-129.4212409,-127.0656195,-130.0526419,-130.1830664,-128.5900183,-129.7806159,-130.0308371,-127.1623526
108.9061924,-126.8593665,-125.4591132,-129.4550696,-132.4010001,-128.9421836,-129.0676642,-125.0905219,-130.111846,-130.056922
109.9952543,-124.6093894,-127.2964316,-130.8113471,-128.0860282,-129.6645117,-129.4383612,-129.2033149,-125.5776587,-129.3285437
111.0952068,-121.4549323,-127.2075034,-129.9439536,-132.0589286,-127.3918753,-127.9286566,-125.3681555,-132.3836203,-130.8854514
112.2061589,-128.4192496,-127.3026801,-127.7476874,-123.0461417,-128.648078,-126.9917365,-126.0784903,-127.026023,-131.4448081
113.3282205,-124.7273398,-127.171691,-125.4959174,-124.7736884,-125.3449393,-125.9946814,-129.3682929,-131.6121512,-130.0115805
114.4615027,-124.9012366,-126.1579886,-130.6547919,-128.5539771,-129.4504691,-128.5992881,-130.3606864,-129.6074744,-129.1784812
115.6061177,-127.1545706,-125.7159873,-124.4474555,-126.4890815,-124.1489707,-124.5121527,-127.6891928,-126.4902793,-130.8098746
116.7621789,-125.8620291,-128.1373893,-124.3154135,-125.368476,-127.5203315,-125.4412528,-126.0244895,-128.9231177,-127.1656638
117.9298007,-126.3668509,-126.3038703,-132.3004447,-132.3387595,-123.2917548,-128.6912528,-124.5209876,-130.8950644,-128.5438071
119.1090987,-124.7536536,-128.6403342,-125.1586295,-125.4082938,-122.9300757,-129.3882285,-128.0879813,-123.9024344,-127.9292289
120.3001897,-126.592948,-128.6284629,-131.4243613,-130.388259,-124.7399436,-127.0126792,-125.2841941,-125.4270545,-131.5278617
121.5031916,-127.0275565,-124.6737052,-128.9936133,-126.5006781,-126.5274878,-127.9332877,-129.9046088,-128.1173697,-126.5808402
122.7182235,-128.1752616,-125.4095984,-128.5488272,-128.3722525,-125.7288352,-130.6020499,-126.9938651,-125.3370047,-130.3717566
123.9454057,-127.4138938,-125.3064109,-128.4371176,-127.402175,-124.439498,-127.1875907,-129.9688712,-128.0266181,-125.1192923
125.1848598,-123.8615256,-127.2883139,-133.4727622,-128.3698035,-124.0093985,-130.0020362,-125.5330954,-126.3629294,-131.8162375
126.4367084,-124.8423835,-129.2072898,-126.0970374,-130.2049247,-128.9484091,-124.1098395,-130.0635672,-129.8925772,-127.5332404
127.7010755,-130.2116233,-125.9987479,-127.6205283,-128.7257529,-128.7845145,-128.8872977,-129.8686515,-125.0905905,-129.3347769
128.9780862,-127.0050421,-128.4540549,-127.3222037,-129.2080374,-125.8937216,-130.9808188,-125.918563,-127.0359183,-124.9643088
130.2678671,-127.8956366,-128.1385337,-129.4138098,-129.2680503,-126.6346274,-127.6228095,-129.2913504,-127.3527823,-129.141593
131.5705457,-127.5455237,-125.5442572,-131.1154013,-129.7213126,-129.2387458,-131.2192374,-132.4081259,-124.5776816,-124.8200751
132.8862512,-126.8460379,-126.4617224,-126.8225547,-131.5327597,-126.7921897,-132.9513694,-127.599372,-128.6726676,-128.6718512
134.2151137,-125.2328559,-125.7900077,-130.1269904,-128.8673697,-127.1990042,-133.1644278,-132.5599662,-125.104148,-124.602706
135.5572649,-129.6187354,-127.0388327,-128.6912833,-123.1252814,-127.0125952,-130.0279837,-126.965766,-123.7568808,-131.8749228
136.9128375,-126.1222983,-125.5392981,-128.8975363,-131.1931754,-126.2740012,-132.0187369,-126.5590811,-122.7626487,-127.2242804
138.2819659,-123.651557,-124.5118323,-129.7665549,-131.8010092,-128.7653113,-130.2122107,-125.5282126,-124.7626029,-128.4434043
139.6647855,-127.1154624,-126.2526007,-128.2185965,-127.7400351,-126.2457877,-130.8515769,-129.3429633,-125.7100516,-130.5639411
141.0614334,-127.5169898,-125.9048453,-130.4752417,-125.7991553,-130.7295371,-131.3055258,-126.547927,-128.4595481,-131.4118949
142.4720477,-124.1711417,-126.9439231,-133.5769339,-132.9486685,-125.5042411,-129.626525,-128.769744,-129.7420874,-131.1895285
143.8967682,-127.1349097,-126.9749518,-128.3553,-128.5764914,-125.9504462,-126.4092704,-128.8623572,-130.1664878,-126.5291205
145.3357359,-123.5068045,-126.8203879,-129.8027411,-124.4255057,-126.7543479,-131.4407187,-127.4359503,-129.3944388,-126.3506461
146.7890932,-125.6518546,-124.5802756,-129.5652762,-125.150405,-131.6661216,-131.5794974,-124.8271552,-128.6668006,-126.0544883
148.2569842,-127.4059058,-125.249076,-127.8840934,-131.3171073,-128.1538382,-128.0110694,-132.7041465,-126.9341727,-131.9052573
149.739554,-126.3446341,-127.7080985,-129.3062278,-128.4094382,-125.6015006,-129.1200782,-131.8129264,-127.6141349,-131.6201316
151.2369496,-126.8530036,-124.1027899,-132.7289878,-128.6247702,-125.3966971,-131.3418875,-129.957099,-129.4753791,-129.8876715
152.7493191,-125.0504142,-127.1655722,-133.7454215,-128.7922278,-125.4569846,-131.1347342,-129.6385031,-127.8034049,-131.9931327
154.2768122,-125.3102866,-126.0708304,-130.3570166,-128.459838,-128.4706183,-131.7005301,-133.1063987,-128.6513587,-128.5521994
155.8195804,-126.4870444,-126.3074485,-130.2618399,-127.2552253,-126.6534415,-129.4359885,-129.0861045,-131.9709769,-131.5480338
157.3777762,-124.685485,-126.2337867,-133.2124625,-124.0900565,-125.3265219,-127.4106208,-130.9782096,-128.108245,-131.0306082
158.9515539,-125.7509452,-129.0669394,-129.8936606,-132.1636954,-126.9836264,-129.2782889,-126.7224265,-129.4854041,-127.7678977
160.5410695,-127.2196494,-128.4426947,-131.2075339,-125.6606742,-127.5986243,-127.8344031,-129.8322287,-128.7053443,-129.4175559
162.1464802,-124.2084113,-129.1115866,-132.6779776,-125.3216239,-127.9467002,-128.9524909,-129.5705176,-128.7075949,-129.7848502
163.767945,-124.9223166,-127.1034079,-127.7468405,-126.8144751,-125.2821341,-131.3986197,-127.8413993,-127.1971884,-130.3045722
165.4056244,-125.5127478,-124.8828879,-127.9275809,-128.0196524,-129.2654258,-129.5792151,-131.2848654,-129.782302,-126.8928824
167.0596807,-125.7650595,-126.2036734,-129.2576361,-126.8598624,-129.5385047,-132.119506,-126.3804618,-129.477439,-130.6538993
168.7302775,-127.9158774,-123.5914756,-130.1614218,-132.1981345,-128.0988684,-125.1020652,-132.5738822,-129.0796042,-128.9808417
170.4175802,-125.7471228,-126.1845237,-130.5523215,-129.5846625,-125.3931723,-123.0611182,-129.6091834,-127.7352668,-129.9855872
172.121756,-129.3908683,-124.7888709,-127.3698264,-130.938674,-126.8259803,-132.0014792,-129.4362632,-125.8034049,-132.1783438
173.8429736,-127.2929373,-124.627265,-130.2862998,-130.0318518,-126.8334494,-126.0022803,-133.232482,-129.9460288,-131.9534751
175.5814033,-123.5643607,-128.1391745,-131.8778373,-130.4917441,-125.4335776,-126.0955802,-133.8937216,-129.2691413,-130.5388251
177.3372174,-123.707099,-125.6713858,-133.0853568,-128.7394782,-125.1662131,-128.1090995,-131.0056144,-131.9007102,-129.7725974
179.1105895,-124.2383719,-122.9235221,-130.1793814,-127.70111,-127.0316153,-128.2321997,-129.2019644,-134.0134574,-126.6842795
180.9016954,-127.3045798,-126.7247306,-132.37918,-129.1024848,-129.4804526,-127.8639518,-127.9310981,-132.4193259,-133.4750663
182.7107124,-126.8691855,-127.4279929,-125.7777854,-131.281005,-124.3507987,-130.9869681,-131.4635154,-127.9938193,-131.3877707
184.5378195,-126.3844443,-126.9851065,-127.7231589,-126.1902686,-124.8425818,-126.2363578,-130.1357566,-129.2362281,-129.1476889
186.3831977,-125.3055182,-123.9579917,-132.7123404,-124.6114951,-127.5136634,-130.8811179,-129.936492,-126.4251776,-128.8805228
188.2470297,-127.6277762,-127.9092932,-131.0871268,-129.7028189,-126.2771292,-129.2257071,-123.4868232,-130.7861396,-131.0026847
190.1295,-123.4710227,-129.1701117,-130.6165839,-128.6274329,-125.2426673,-127.1083594,-131.1017142,-130.2824927,-127.7373801
192.030795,-125.8983222,-128.2858344,-131.8845969,-129.964141,-126.2747184,-130.8237754,-127.8276816,-126.9020148,-131.550994
193.9511029,-124.7598029,-126.2596961,-131.7319022,-127.4912787,-124.2927848,-125.197753,-128.0460807,-132.0776511,-128.1763755
195.890614,-124.9547415,-123.9447776,-128.4562979,-127.4460974,-129.0499564,-130.3196707,-131.1397238,-127.1067878,-132.5751792
197.8495201,-123.89038,-127.0277549,-132.0912772,-127.2799521,-127.0680838,-126.0841971,-130.5933066,-128.6044455,-127.7477103
199.8280153,-130.2744895,-122.7829276,-125.8416129,-127.4933234,-127.2304908,-127.7702094,-129.5502082,-127.7156363,-129.9081031
201.8262955,-125.5064002,-125.311164,-127.0178366,-127.6520835,-125.9597388,-125.7871085,-132.5054465,-126.8902198,-133.7864981
203.8445584,-125.0657492,-129.8510581,-129.9158545,-126.3226081,-125.4161902,-127.2080069,-132.9566336,-130.4926749,-130.0548316
205.883004,-127.2518683,-131.2945395,-129.4644538,-127.3525763,-125.79457,-126.5936805,-133.48236,-125.3825217,-129.6036063
207.941834,-127.4399253,-127.1849433,-132.7149955,-125.2353965,-124.1048194,-123.5714789,-131.1564017,-130.8292762,-129.5767966
210.0212524,-122.9869376,-126.8947669,-128.0519629,-126.2659598,-125.6939078,-129.6662436,-132.3896018,-128.7187644,-128.6926871
212.1214649,-123.3882132,-130.8779135,-133.0997306,-125.8321372,-127.1549216,-127.7337027,-127.9795829,-125.7402182,-128.6218863
214.2426796,-126.7450705,-127.7590018,-127.8091498,-125.7988272,-128.3133536,-127.6314612,-132.7451468,-132.3094779,-129.2939063
216.3851064,-127.1700125,-132.4190818,-131.2482291,-132.2212058,-126.9078131,-125.8390418,-128.8404456,-127.3347235,-128.125434
218.5489574,-126.8035422,-128.0968009,-131.5540457,-130.2418509,-125.8474036,-128.406417,-129.7977896,-127.2904654,-127.7050467
220.734447,-126.1477271,-124.6528693,-128.4423667,-130.0321723,-126.3139334,-129.9070426,-130.7157889,-127.0884314,-132.5083457
222.9417915,-125.6047507,-129.3471213,-129.1101676,-128.2691718,-128.0326224,-123.9508887,-130.4291526,-127.9813376,-128.5420523
225.1712094,-125.7221823,-129.8109732,-132.4735099,-130.7585517,-127.7341986,-126.6649695,-128.5345832,-127.1332083,-131.324935
227.4229215,-124.8011084,-131.0120993,-131.2078849,-129.6740332,-128.0080939,-126.4224311,-128.4598685,-124.9629966,-130.8692923
229.6971507,-124.7269202,-131.9582358,-130.4403983,-134.0208731,-129.8623801,-128.5002585,-130.2990409,-129.3837348,-128.3277274
231.9941222,-125.6992102,-128.3055716,-129.9379111,-128.045394,-127.8745108,-128.6580191,-134.0808249,-129.4852515,-129.6553794
234.3140634,-123.7950431,-126.7090293,-132.6280814,-125.6312552,-128.8938895,-126.33599,-126.8438788,-127.0577384,-130.6431266
236.657204,-127.5269767,-130.5862571,-131.834838,-128.6841346,-127.7090445,-125.4211188,-131.1983786,-126.332862,-134.1426078
239.0237761,-126.6883612,-129.5611945,-128.939704,-132.1854392,-124.6835776,-129.2940207,-130.8750754,-128.7621375,-128.6104422
241.4140138,-124.6878958,-128.5965338,-132.2042685,-126.4644156,-129.0591727,-124.1795798,-130.6246711,-128.441062,-130.6844702
243.828154,-127.8975363,-133.8523398,-129.4540168,-130.8240271,-126.8076468,-124.6060172,-129.9353629,-126.8552466,-129.2814322
246.2664355,-122.3988105,-131.1622763,-131.5850669,-126.1952353,-125.9409323,-126.8838263,-133.9557334,-124.0570517,-128.329238
248.7290999,-126.6786566,-131.2802878,-131.0944663,-126.4771262,-128.7352744,-127.8060141,-129.8401938,-131.1570121,-129.186904
251.2163909,-125.6364432,-126.1150962,-129.1459647,-128.3953086,-128.6659537,-131.1846762,-133.7102347,-129.7472373,-130.2597647
253.7285548,-128.1651755,-126.764556,-132.4335623,-126.1480551,-127.8371955,-130.7567435,-129.9264136,-129.4648047,-129.6556235
256.2658403,-127.5311805,-124.8943625,-129.4991751,-130.246131,-132.8130942,-128.0470572,-128.4409476,-126.5769187,-131.5391684
258.8284987,-123.6967002,-127.7350684,-130.0081168,-130.7059928,-127.2879096,-123.9857245,-134.2014151,-128.9938498,-131.5790091
261.4167837,-124.8679724,-128.8751288,-130.2275458,-130.2329703,-130.2176657,-124.5151587,-129.1468955,-127.4104148,-126.4366523
264.0309516,-128.3327246,-125.2127372,-126.3743125,-130.5505515,-124.7308036,-127.1985388,-127.7492591,-127.2635413,-128.9301673
266.6712611,-124.6818228,-127.7727881,-127.9907828,-128.0574485,-128.5648413,-125.1721335,-130.072486,-126.1391745,-129.5721122
269.3379737,-126.1133338,-126.8960868,-131.0272818,-127.5860358,-130.2232047,-128.0360785,-130.1675788,-127.5978537,-126.2727118
272.0313534,-127.2885581,-126.8024741,-132.5196524,-127.9170371,-126.6788169,-128.1035453,-132.7946769,-124.214263,-130.6249533
274.751667,-128.4354544,-125.1084662,-125.5172568,-128.455596,-126.7204657,-125.5150748,-130.5476065,-125.4120322,-128.6539832
277.4991836,-123.6812964,-128.2556144,-131.354476,-127.4785376,-130.1437064,-125.596221,-131.8859549,-126.9462424,-126.2096396
280.2741755,-123.7309714,-128.4670554,-132.1160727,-128.2570258,-127.0136405,-127.4856864,-131.1510916,-127.6257697,-126.4006491
283.0769172,-126.1559897,-126.8088141,-128.366706,-127.4454337,-128.2423926,-127.3823386,-130.7176963,-129.2900916,-127.6038657
285.9076864,-128.470336,-126.0964347,-129.6762839,-126.990943,-123.1678458,-126.6932212,-131.5143119,-126.7518683,-128.3124915
288.7667633,-125.6831885,-131.9348441,-131.3019553,-130.228881,-122.7634955,-123.4076758,-128.0886908,-128.3478232,-127.6134024
291.6544309,-126.3888083,-128.5383979,-130.1980658,-126.9334403,-127.6644278,-125.0050498,-130.1538993,-127.4335623,-130.1741553
294.5709752,-126.8758231,-128.5062857,-132.5690451,-125.2157431,-128.1542578,-130.1030036,-131.2356864,-125.2298728,-125.3434287
297.516685,-127.8110953,-128.0102301,-127.4463492,-130.2218161,-126.2113639,-128.9049521,-133.0230857,-130.4748603,-125.7959815
300.4918518,-123.7007132,-126.2396537,-129.988227,-127.1787406,-127.3421012,-126.1255179,-132.8368216,-128.7851706,-129.1749106
303.4967703,-128.4194251,-122.9129096,-129.23664,-125.8815146,-124.3436728,-130.2560797,-131.258834,-125.6141196,-124.355445
306.531738,-130.2195273,-128.8998862,-129.992034,-128.3979865,-129.3494406,-127.8878852,-128.0444632,-128.4130469,-124.743743
309.5970554,-126.9646292,-126.7750998,-126.8396521,-125.2755576,-126.4752341,-127.0796729,-130.3818579,-127.4091635,-127.0191794
312.693026,-126.9737693,-125.4223014,-132.4165641,-123.2577048,-129.1696616,-131.5712577,-130.345336,-129.610755,-129.9592124
315.8199562,-124.416091,-125.6438513,-129.3812552,-127.5776053,-125.549697,-130.7370597,-130.3287192,-123.388671,-127.1573172
318.9781558,-127.8898307,-126.3542624,-132.1729117,-128.0050956,-126.8833686,-128.949935,-132.1068717,-129.6501761,-126.5328818
322.1679373,-126.0599585,-126.7051841,-129.1808921,-124.380149,-126.2795249,-129.9714347,-131.7660208,-124.1627799,-126.8930426
325.3896167,-125.6452933,-126.0045691,-126.853057,-125.0939017,-127.71276,-126.7752906,-128.6863013,-129.6178199,-126.7230063
328.6435129,-126.6570731,-126.9703665,-131.8182975,-126.9076071,-126.9841071,-126.07331,-127.0974799,-131.3424521,-128.7456656
331.929948,-127.2366935,-126.9412299,-124.0698386,-127.5720359,-127.8265143,-126.8449774,-128.206153,-126.3942404,-125.6895438
335.2492475,-125.2670661,-126.0829993,-129.8905936,-128.4450293,-129.1889716,-128.9753562,-128.8377066,-129.1507254,-124.988906
338.60174,-126.0291053,-124.2848044,-131.490737,-126.0256034,-126.8410483,-130.2592536,-129.7028342,-129.5382376,-125.2002402
341.9877574,-127.5237876,-126.2336341,-131.5499869,-127.5465537,-128.6769934,-133.4552909,-127.7899619,-123.7117835,-123.2060309
345.4076349,-126.2427893,-125.9585181,-131.8505698,-123.9543753,-126.4012137,-126.5739966,-130.1193076,-127.9919272,-125.9748908
348.8617113,-126.8687201,-128.2631293,-127.3066321,-128.4357062,-125.7768851,-132.504653,-129.2337867,-128.6685172,-128.9961844
352.3503284,-123.4211264,-128.7621833,-128.4751883,-129.40306,-125.0995932,-129.7330847,-128.4501487,-126.6138831,-129.4466696
355.8738317,-124.6135703,-125.2386466,-130.8574973,-123.5554267,-127.5921393,-131.8954001,-124.9896537,-125.336959,-125.5949469
359.43257,-125.5714179,-125.219451,-129.9740592,-127.4793769,-127.651496,-131.8876639,-128.8638144,-126.3280249,-128.3628073
363.0268957,-126.070365,-128.7397376,-127.1825934,-128.2598944,-131.0765067,-126.3607169,-128.8766318,-125.1872016,-126.3360892
366.6571647,-128.6923743,-125.4221717,-129.0406943,-129.9205924,-126.3039389,-125.7767096,-128.5705405,-129.5925894,-125.4704123
370.3237363,-125.2029944,-125.4283515,-131.7242118,-131.2462607,-128.2251349,-131.089614,-128.5539618,-125.0921317,-122.1247397
374.0269737,-125.7052375,-126.7582236,-126.5161734,-127.41426,-126.9735862,-125.8143607,-129.3416663,-126.3743659,-127.1376029
377.7672434,-125.7243109,-123.5591422,-127.5422278,-127.020629,-126.3230201,-127.2526389,-127.8276892,-125.2832938,-128.2659674
381.5449158,-129.941413,-123.7938529,-125.2473593,-129.6604529,-128.1060401,-128.1053916,-132.8352347,-127.3171607,-128.7828818
385.360365,-124.6347419,-122.5203315,-128.8690177,-130.8846122,-129.8242179,-126.6141196,-133.1835471,-125.7883979,-124.0496817
389.2139686,-126.1877509,-126.4380942,-127.9651328,-131.8205863,-129.0434561,-128.2793952,-133.0649558,-124.6740561,-127.3825446
393.1061083,-124.5180197,-127.2779074,-131.6162101,-126.499076,-128.8786154,-123.4342643,-130.7926474,-129.0222922,-130.2149192
397.0371694,-126.8129569,-125.8845282,-131.2518302,-127.8385535,-132.4229727,-127.9419852,-128.2986289,-130.1589499,-123.1104804
401.0075411,-125.7308264,-125.745864,-127.5941153,-124.5641471,-128.9798728,-128.7244254,-126.098342,-126.7713462,-127.2590018
405.0176165,-129.290824,-125.8824683,-130.3436118,-126.912612,-127.8516227,-128.3116675,-126.5108252,-126.4150687,-126.2663642
409.0677927,-126.6909552,-127.2529746,-131.3073722,-127.2599173,-123.3050071,-126.5902014,-127.365737,-124.5041342,-126.274581
413.1584706,-126.2036887,-128.5588141,-128.6989203,-126.3003607,-131.494628,-126.6600409,-131.4189444,-129.0349112,-123.1435767
417.2900553,-124.7397223,-129.7692862,-129.2544394,-127.8693381,-127.0782233,-126.9466468,-127.1229163,-122.8743582,-124.9844657
421.4629559,-126.5980063,-128.5150138,-128.8119498,-128.6558982,-126.5037986,-128.9018775,-128.3452674,-128.0888663,-129.303031
425.6775854,-128.4092704,-125.0788489,-128.6713782,-130.9855033,-124.9867545,-126.433776,-128.2456656,-131.4447928,-129.4056311
429.9343613,-127.3662558,-131.7476493,-123.9868689,-124.2716056,-131.6940146,-129.2801352,-129.0884391,-127.9368201,-130.7911292
434.2337049,-126.6333533,-126.6755286,-133.0530997,-129.986785,-123.6748648,-126.7809058,-127.8872824,-127.3888541,-127.3568488
438.5760419,-128.4704657,-126.3818885,-128.6809989,-128.2407447,-124.4358588,-127.3996115,-127.6997367,-128.3549948,-128.4938117
442.9618024,-127.9443198,-126.5077964,-126.1648246,-127.3093024,-126.1968604,-123.2414008,-130.281066,-128.0798865,-126.5200644
447.3914204,-125.4484397,-127.5797644,-128.0893088,-129.5003501,-127.3680106,-128.2458869,-130.283599,-128.7490836,-127.3629599
451.8653346,-128.739379,-128.4105216,-132.0984183,-129.3531485,-129.9238654,-129.5749655,-129.1924659,-126.347518,-130.0532675
456.3839879,-124.9179145,-129.4299384,-130.6409827,-130.9278861,-123.8391257,-129.1439658,-127.2901602,-130.1712027,-127.3179312
460.9478278,-129.3422766,-127.464942,-128.2040702,-129.8944617,-130.4251395,-126.0595008,-130.8415519,-123.0597831,-124.4672003
